"","CRPS Prior 1","CRPS Prior 2","Coverage Prior 1","Coverage Prior 2"
"1",0.238052051764534,0.297925377958147,1,1
"2",0.247831527212343,0.307147976667788,1,1
"3",0.236858924156584,0.247321776284731,1,1
"4",0.245779174724155,0.25933071290133,1,1
"5",0.237372179235828,0.309453387833842,1,1
"6",0.236921702941019,0.316636328544443,1,1
"7",0.251012924204205,0.373339544824084,1,0.9
"8",0.245427312097826,0.444533837282847,1,0.9
"9",0.242261638550169,0.315399675409987,1,0.966666666666667
"10",0.239565792390758,0.269000917190146,1,1
"11",0.248776480704873,0.321244167739475,1,1
"12",0.23652381352946,0.310304800835732,1,1
"13",0.240076894103715,0.257408379066918,1,1
"14",0.272749079542002,0.482138538287983,1,0.9
"15",0.242277626162081,0.374426747545572,1,0.933333333333333
"16",0.2497135404636,0.327230358703189,1,1
"17",0.238438932436377,0.262989984916857,1,1
"18",0.24354136263272,0.441950625218438,1,0.933333333333333
"19",0.236272357616544,0.295884809918276,1,1
"20",0.24293683548787,0.2867868586456,1,1
"21",0.311854559165865,0.686185700861043,1,0.866666666666667
"22",0.250919666922913,0.272960457916045,1,1
"23",0.255533332726177,0.40227545259835,1,0.9
"24",0.246014091739017,0.396160943215291,1,0.966666666666667
"25",0.245528022734507,0.690787990370924,1,0.833333333333333
"26",0.24177945372361,0.345223944438779,1,0.966666666666667
"27",0.256625210329991,0.374930302262035,1,1
"28",0.239787337541665,0.263121602131928,1,1
"29",0.239556008228141,0.24733943369612,1,1
"30",0.265045899843792,0.516391994284859,1,0.9
"31",0.268998867052032,0.436697603040498,1,0.966666666666667
"32",0.244586115251874,0.298557859447043,1,1
"33",0.249423824899133,0.332013537472359,1,1
"34",0.252231707696212,0.354348216122159,1,1
"35",0.304440857653282,0.516487523804987,1,0.9
"36",0.305742090975962,0.885558067508232,1,0.8
"37",0.238881021055405,0.272649965181811,1,1
"38",0.265196092201319,0.533981945529023,1,0.933333333333333
"39",0.23910011724186,0.311495590919821,1,1
"40",0.295677223790094,0.430184850905175,1,1
"41",0.248687050516806,0.24836967011091,1,1
"42",0.240496195819828,0.340455834786347,1,1
"43",0.247124078451941,0.406691998149189,1,0.933333333333333
"44",0.23580751773307,0.2765698225367,1,1
"45",0.250517694874074,0.351982521255363,1,1
"46",0.235641491766485,0.275217357660819,1,1
"47",0.238434902394172,0.289751977676546,1,1
"48",0.249077537259014,0.621155530059643,1,0.9
"49",0.243484534200288,0.446433783797777,1,0.9
"50",0.237326755412914,0.340776526289672,1,1
"51",0.23710225208593,0.288546889103294,1,1
"52",0.245685218929951,0.392631743020148,1,0.966666666666667
"53",0.246130676698465,0.271126039105496,1,1
"54",0.263372484700778,0.323330850132876,1,1
"55",0.237912712907751,0.281277837685549,1,1
"56",0.236043207568305,0.278330627275291,1,1
"57",0.256005796048679,0.264054663126039,1,1
"58",0.234982979608837,0.317162432904395,1,1
"59",0.239111982861324,0.251010804047619,1,1
"60",0.23846268058201,0.26775708738477,1,1
"61",0.252729934240265,0.528068314659175,1,0.933333333333333
"62",0.28071139025016,0.297823488210025,1,1
"63",0.243943848233734,0.257966735418925,1,1
"64",0.236501812775021,0.240991576360129,1,1
"65",0.247386466609763,0.404713960242552,1,1
"66",0.238433174848016,0.263230872153818,1,1
"67",0.244600877146054,0.613019395634942,1,0.866666666666667
"68",0.265289387142008,0.349825692333446,1,1
"69",0.236555077708367,0.28202273035523,1,1
"70",0.237248729258306,0.322387420690083,1,1
"71",0.236571698617375,0.292024799837327,1,1
"72",0.247768654520075,0.261013417786225,1,1
"73",0.238701640554907,0.282860767759603,1,1
"74",0.266517991544046,0.414132375553168,1,0.966666666666667
"75",0.247326389480333,0.338851588242933,1,1
"76",0.242888582537837,0.339253845815652,1,0.966666666666667
"77",0.45720731188971,1.14736780399665,1,0.833333333333333
"78",0.24167318803079,0.298252674108052,1,1
"79",0.247823570345028,0.475173152148439,1,0.9
"80",0.237488987135398,0.249710474869234,1,1
"81",0.243235486266477,0.313642074753476,1,1
"82",0.255230610410059,0.321820915265994,1,1
"83",0.254359451453229,0.336957955293362,1,1
"84",0.241369152332577,0.254450193572207,1,1
"85",0.236948919273772,0.345303743966067,1,1
"86",0.245005195693269,0.30751511630564,1,1
"87",0.236801984455275,0.253019137870265,1,1
"88",0.252848944508996,0.317963025731392,1,1
"89",0.26563330635821,0.477899326450507,1,0.9
"90",0.244704748205807,0.296415154618537,1,1
"91",0.24510671589023,0.488357175046791,1,0.933333333333333
"92",0.244646151102799,0.241906360535933,1,1
"93",0.238360270954209,0.272571742633659,1,1
"94",0.258470204317401,0.579688904302582,1,0.866666666666667
"95",0.242358883830133,0.341459112563444,1,0.966666666666667
"96",0.241261200487351,0.41600899267403,1,0.966666666666667
"97",0.240669984294137,0.297806130149889,1,1
"98",0.244042369329774,0.313752751893737,1,1
"99",0.252428896771348,0.31413494673949,1,1
"100",0.248350540339977,0.509454534670335,1,0.833333333333333
