"","V1","V2","V3","V4","V5","V6","V7","V8"
"result.1",0.857348622101536,0.863278696454442,0.519243611754924,0.614362743873307,19.6110472679138,25.4617118835449,0.000163078308105469,6.54586362838745
"result.2",0.858868252435463,0.85482460202156,0.548672609801422,0.610979742521801,17.7379612922668,22.2410163879395,0.000185251235961914,6.42895197868347
"result.3",0.851100145886274,0.850691440773492,0.537911014499495,0.630930027742102,17.5596098899841,22.7229108810425,0.000187873840332031,5.63117241859436
"result.4",0.855864165981899,0.869340680803324,0.529573147444441,0.628902422566082,17.6384947299957,23.879688501358,0.000137805938720703,7.41397953033447
"result.5",0.85388693913904,0.858800153477223,0.534105509720771,0.574355288343377,20.0097804069519,20.5203995704651,0.000127792358398438,5.03241586685181
"result.6",0.861364418290429,0.869351012592528,0.549197584360083,0.623155057923036,17.6986963748932,24.6831657886505,0.000149965286254883,7.2771327495575
"result.7",0.861650839025375,0.861367454455589,0.548060121191784,0.620070511214524,18.7309486865997,24.3607978820801,0.000123262405395508,6.40935206413269
"result.8",0.834412414468173,0.847848886979585,0.515027717825327,0.620329581849493,17.3691489696503,23.587325334549,0.000138998031616211,7.7509503364563
"result.9",0.858584796021774,0.840778853987324,0.546197438144495,0.605652797878044,17.6390426158905,21.4815826416016,0.000134706497192383,6.13746190071106
"result.10",0.855085008599354,0.842768943173299,0.521202094819145,0.598918511925509,17.2070250511169,24.1205956935883,0.000179290771484375,6.01438665390015
"result.11",0.863024677236328,0.87020855404412,0.532684189858817,0.605520264028205,18.0246021747589,22.1473171710968,0.000129222869873047,6.84182620048523
"result.12",0.845890419763411,0.877285715324629,0.510540810548543,0.591227495890001,17.2173795700073,22.5756733417511,0.000135183334350586,6.31851863861084
"result.13",0.858132559369213,0.869978701557791,0.495905146641996,0.605347841014574,18.3300290107727,24.0082352161407,0.000144481658935547,7.32007169723511
"result.14",0.875827054969826,0.860693765344771,0.488797215662587,0.672414239877226,17.1047744750977,21.5755786895752,0.000133275985717773,6.98056674003601
"result.15",0.84857914435491,0.854269664687157,0.552617817098058,0.636344080787008,17.781867980957,22.806147813797,0.000160694122314453,6.78507447242737
"result.16",0.8580257968482,0.854583021324847,0.529605688619893,0.612079691978911,16.8376495838165,25.3818778991699,0.00041508674621582,6.69587016105652
"result.17",0.847366867236792,0.854896595636042,0.497028618911065,0.549709645505816,17.8107931613922,22.407112121582,0.000153064727783203,5.28040099143982
"result.18",0.848737222563014,0.858930679752001,0.514167303235372,0.639726575807406,19.0923371315002,23.5813839435577,0.000140905380249023,6.43876194953918
"result.19",0.854578520895437,0.843935500807637,0.522715413532031,0.639698202796925,18.2582991123199,22.1600923538208,0.000156402587890625,5.6310076713562
"result.20",0.844572740885942,0.849301602566735,0.525757060081216,0.64521089088633,16.4916379451752,21.2342276573181,0.000140666961669922,5.49277496337891
"result.21",0.873281487809916,0.861617175904385,0.553011440954165,0.625388975229369,19.1649761199951,26.9953107833862,0.000121593475341797,7.10960936546326
"result.22",0.845635281249314,0.875292170237868,0.558894705109369,0.552196467115746,19.7053422927856,22.9375751018524,0.000141143798828125,6.25922441482544
"result.23",0.857157291464474,0.858788740399613,0.543686765877137,0.634750487195618,17.4379003047943,24.3089196681976,0.000165462493896484,8.32539415359497
"result.24",0.857548338476235,0.847289137671765,0.572123881747756,0.65133921853266,16.8023896217346,21.5740990638733,0.000137090682983398,6.78811693191528
"result.25",0.850917475886481,0.864992676140999,0.528877457207434,0.618576903596267,16.8775219917297,22.265881061554,0.000130653381347656,7.1985809803009
"result.26",0.843673637689268,0.844020353926826,0.538170019455053,0.584010322135845,19.5137643814087,23.7306261062622,0.000157356262207031,6.58880591392517
"result.27",0.871554251300084,0.864781423028883,0.538195546315851,0.552921100666724,18.1111686229706,25.8587279319763,0.000170230865478516,8.60431385040283
"result.28",0.84903430682225,0.849088950764761,0.462288647732092,0.607898840584578,17.100106716156,21.6423401832581,0.000145196914672852,6.21545052528381
"result.29",0.859970989674575,0.843377667530145,0.609720010918623,0.664729789153744,17.8762722015381,20.8793144226074,0.00015568733215332,5.37455248832703
"result.30",0.845027717945972,0.846384704602488,0.563904186234947,0.654828522778863,17.2366240024567,22.5036160945892,0.000149726867675781,5.81575345993042
"result.31",0.858751972449226,0.863491734403605,0.5160402867178,0.620093499474781,16.0195429325104,18.6550779342651,0.000149011611938477,5.78836536407471
"result.32",0.852994638100755,0.867683982629927,0.554459438861436,0.644946352969706,15.5124680995941,18.735634803772,0.000135898590087891,6.34492683410645
"result.33",0.845778765199435,0.825495285795059,0.558241604672322,0.611323087815895,17.3064177036285,17.0561521053314,0.000134944915771484,5.59089994430542
"result.34",0.852605466425158,0.837766372478622,0.537881341445309,0.623018622790379,18.148158788681,18.816018819809,0.000169754028320312,5.26175737380981
"result.35",0.852315881284032,0.863570566308668,0.547767981268717,0.601831864398745,16.1128489971161,21.8052663803101,0.000686168670654297,6.56668829917908
"result.36",0.839809076429006,0.853683150922492,0.569607210505285,0.691398082266546,14.8521792888641,17.1546080112457,0.000136852264404297,4.91830348968506
"result.37",0.85264737538871,0.848452628844536,0.586784488096949,0.600359770391316,15.4715518951416,17.8521792888641,0.0003509521484375,5.75605225563049
"result.38",0.859155390302193,0.847181529304093,0.541081784004643,0.518632469595615,15.1428060531616,19.5330395698547,0.000173807144165039,6.22627997398376
"result.39",0.84522418558255,0.856164623245653,0.529357375143015,0.626050508689766,16.3984227180481,19.5412659645081,0.000172138214111328,5.87022519111633
"result.40",0.853991928679495,0.862970078947854,0.532174534454461,0.636527311122818,15.0065655708313,18.9999222755432,0.00013422966003418,6.30732822418213
"result.41",0.844684864156809,0.84007428761683,0.53964902669263,0.653037221475071,16.9694068431854,18.4920597076416,0.000156641006469727,5.58857750892639
"result.42",0.847366779283181,0.841017178395881,0.535244614433602,0.650480734097694,20.1063358783722,17.1224670410156,0.000169515609741211,5.61128854751587
"result.43",0.860597375807964,0.852906621680627,0.554748198439992,0.588689510085225,16.640567779541,19.6238014698029,0.000168561935424805,5.84871482849121
"result.44",0.854450085822577,0.888980546119844,0.548361913752327,0.608118092320175,15.0451772212982,18.492787361145,0.000159025192260742,5.23959350585938
"result.45",0.857644252767408,0.853884163744114,0.535776638551294,0.582001880187487,16.8142864704132,19.0255563259125,0.000181198120117188,5.71850681304932
"result.46",0.868371290326823,0.858070263198613,0.518930499884619,0.657198851156438,16.9997389316559,21.0784780979156,0.000158548355102539,6.86555337905884
"result.47",0.862050633460005,0.847656145270185,0.514525293624383,0.63659203640507,16.324000120163,20.3047466278076,0.000162601470947266,6.65215182304382
"result.48",0.85432415395613,0.852338122944671,0.545097488711077,0.654280185909467,16.1255061626434,20.3075988292694,0.000145435333251953,6.01761436462402
"result.49",0.858373518148727,0.854896320726116,0.525578267870385,0.646187830148728,16.2902297973633,19.1351897716522,0.0001373291015625,5.53515601158142
"result.50",0.848650391059446,0.848077790692248,0.589810891020396,0.642215572746986,16.4695756435394,19.6086075305939,0.000166416168212891,5.96926116943359
"result.51",0.849384474149916,0.861518304440682,0.554914564723407,0.622660255047246,16.2515981197357,19.2621378898621,0.000165700912475586,5.9614417552948
"result.52",0.86028209009165,0.840811465508456,0.517301533320398,0.612389554726885,16.50275182724,17.8613955974579,0.000148296356201172,5.35361981391907
"result.53",0.861900081600076,0.868100787727504,0.519408376356511,0.605770519968827,16.3781633377075,19.8708066940308,0.000138998031616211,6.11615991592407
"result.54",0.850823250782572,0.835217617367696,0.483283551643675,0.610721854278266,16.3056666851044,18.3899195194244,0.000156402587890625,6.42504262924194
"result.55",0.871812389407726,0.858418918299534,0.540824904933278,0.648641708654875,16.2192878723145,20.8854522705078,0.000136375427246094,6.50057482719421
"result.56",0.841657146505542,0.834012144253651,0.593743027231771,0.630947508175377,15.1797454357147,20.6681818962097,0.000149011611938477,6.61995148658752
"result.57",0.850380781106865,0.855156717044209,0.519640367471926,0.628519767041552,16.925726890564,21.1497132778168,0.000143289566040039,7.47131371498108
"result.58",0.826806943396677,0.84884947879286,0.538013819726741,0.637113777811145,18.6426930427551,21.8990254402161,0.000169038772583008,7.14153933525085
"result.59",0.857149204491029,0.856738155470625,0.508773943355733,0.625463297249243,16.8304562568665,21.8228237628937,0.000181913375854492,6.98036050796509
"result.60",0.847524320181589,0.847275789108746,0.534329932380888,0.630672970348323,16.2626900672913,20.8128616809845,0.000198602676391602,5.89482474327087
"result.61",0.841572466158658,0.865745880669513,0.526063026726794,0.675267781972389,15.623913526535,18.5975255966187,0.000155925750732422,5.56628108024597
"result.62",0.84732370873358,0.864574337056488,0.573895188110382,0.606340735765001,15.6335968971252,18.7928469181061,0.000167369842529297,6.54483890533447
"result.63",0.851033953898166,0.861554836957025,0.560800194950515,0.557048545836803,17.7531869411469,18.4080417156219,0.000201940536499023,5.01756048202515
"result.64",0.860055261312072,0.843968101731343,0.573893260924559,0.609483403530608,16.469845533371,17.4666664600372,0.000357866287231445,5.10639142990112
"result.65",0.831890680827883,0.868045567570425,0.523553544831281,0.661896992445458,18.7393682003021,19.5889463424683,0.000183582305908203,5.88998079299927
"result.66",0.841157502200135,0.833600653596601,0.568902508175332,0.591522206014374,15.6578359603882,16.4971873760223,0.000151395797729492,5.37872672080994
"result.67",0.886266945266992,0.851146877209114,0.489159715044804,0.633008177984658,17.1438436508179,19.5342307090759,0.00017857551574707,5.84335398674011
"result.68",0.848708859061224,0.846654133851357,0.604310179950972,0.607584107722032,16.4778244495392,18.7329432964325,0.000166416168212891,6.29673910140991
"result.69",0.844182770719743,0.856332699393646,0.498886223497312,0.61490958660732,16.1058864593506,17.6048758029938,0.000166654586791992,5.2143132686615
"result.70",0.842200687645501,0.841501051121489,0.548561034288851,0.586896863277654,15.3692479133606,18.6769444942474,0.000303745269775391,5.25098872184753
"result.71",0.858815153458001,0.874164623732221,0.54693445723085,0.622814872286953,16.3215470314026,19.4028382301331,0.000153779983520508,6.39760994911194
"result.72",0.834526547646927,0.841796442825944,0.531283195263337,0.571212062350856,15.8099598884583,18.9543178081512,0.000201940536499023,5.95414185523987
"result.73",0.844877572187377,0.853020666801538,0.506042763641172,0.635539715743744,16.2054455280304,18.2188775539398,0.00014948844909668,5.70631098747253
"result.74",0.866112912125362,0.834875808809478,0.51361283533844,0.630338264941635,15.1758484840393,17.1643793582916,0.000190496444702148,5.13031768798828
"result.75",0.839605637009745,0.835212823508632,0.557795572013456,0.641113709193913,16.2219760417938,18.7733535766602,0.000141143798828125,5.02664160728455
"result.76",0.862445965388474,0.861722823210985,0.523865754559127,0.595416192214221,15.2632207870483,19.2413244247437,0.000226259231567383,5.74444985389709
"result.77",0.853259906725415,0.85377740668222,0.546530195937407,0.634695901262074,17.9539601802826,23.2144739627838,0.000156641006469727,5.39557123184204
"result.78",0.846359917870384,0.834069633475654,0.531630026293244,0.590985049630926,16.8005678653717,19.8164222240448,0.000146389007568359,5.75979566574097
"result.79",0.87034210046783,0.869359399951968,0.486115650741069,0.632968380736989,16.5138142108917,22.2181625366211,0.000156641006469727,6.01231718063354
"result.80",0.859690891881119,0.853933326108733,0.573068242327409,0.630031755448642,16.5218839645386,20.9590899944305,0.000207185745239258,5.15493297576904
"result.81",0.852572907866994,0.850495912716007,0.537576993349849,0.595075440095937,16.4163303375244,21.1247940063477,0.000163555145263672,4.97714924812317
"result.82",0.844002382772032,0.84947872261049,0.513964129848139,0.660289874251315,16.8646903038025,20.2998402118683,0.000411272048950195,6.15702676773071
"result.83",0.846712213176742,0.856820757713128,0.527860618975926,0.617252520265874,15.9684691429138,19.8831949234009,0.000180959701538086,5.36845850944519
"result.84",0.850783830917759,0.855451967065806,0.558163514344218,0.616833520534846,15.2079038619995,18.9114220142365,0.000170230865478516,5.50691843032837
"result.85",0.858982750401291,0.857938133567076,0.537644969285844,0.621595188332109,16.200355052948,20.138858795166,0.000134468078613281,5.1423773765564
"result.86",0.858837512486094,0.859320957437464,0.504016765908907,0.615112288247984,16.1737096309662,20.4000604152679,0.000161409378051758,5.27740573883057
