"","SA_bayesD","fedorov_bayesD","rand_bayesD","coord_bayesD","SA_CPU","fedorov_CPU","rand_CPU","coord_CPU"
"1",0.686269969666541,0.687604349013458,0.456492355055164,0.497200267590171,2.31907844543457,0.594215393066406,0.00338530540466309,0.219623565673828
"2",0.618390412845656,0.616213066479394,0.518026207712246,0.514163451588791,2.12586188316345,0.383264303207397,9.13143157958984e-05,0.129210233688354
"3",0.893529505627425,0.891176389719238,0.727874267801975,0.747196070178716,2.0913257598877,1.59640645980835,0.000111579895019531,0.308149576187134
"4",0.773255094658343,0.777001511172687,0.553104739177537,0.644404216215966,2.10471391677856,0.829158782958984,8.89301300048828e-05,0.207643032073975
"5",0.91421738934802,0.908934170205622,0.695063689893204,0.734610205425284,2.26083469390869,1.65754151344299,0.00010371208190918,0.315061330795288
"6",0.811347579667658,0.807904172640461,0.58447938175206,0.619976865069936,2.22399735450745,0.91999626159668,7.67707824707031e-05,0.196016073226929
"7",0.883613289804205,0.881363019337246,0.641589864370822,0.712671393863836,2.22698903083801,1.37650513648987,0.000118732452392578,0.283601522445679
"8",0.889735864849406,0.885708503136953,0.658347060100574,0.697568259367616,2.28666853904724,1.32197093963623,8.72611999511719e-05,0.296817064285278
"9",0.86524384959953,0.863830960822996,0.668188675747389,0.709343771046026,2.05984711647034,1.06765985488892,8.0108642578125e-05,0.231237411499023
"10",0.838190885148325,0.834086052442656,0.644809210158891,0.669220965189212,2.09723734855652,1.18746948242188,8.51154327392578e-05,0.239341497421265
"11",0.785632659971092,0.777029042359774,0.562533692165265,0.64195672996592,2.19576954841614,0.717168807983398,9.56058502197266e-05,0.181450128555298
"12",0.870552685958703,0.865854122146623,0.672135632701119,0.683585861157154,2.11767053604126,1.53737688064575,0.000124454498291016,0.322409629821777
"13",0.814527208380871,0.812374611183188,0.634052434346214,0.645168773492362,2.26346850395203,0.857966899871826,7.55786895751953e-05,0.232450246810913
"14",0.912551271053697,0.907926175402437,0.667972389722862,0.713849422051244,2.09233140945435,1.69432520866394,0.000114679336547852,0.307891130447388
"15",0.87663254997969,0.876857823967876,0.646574429272344,0.70871632748756,2.14042496681213,1.23288011550903,0.000108480453491211,0.240139961242676
"16",0.8294165304171,0.828907165866722,0.643021455539391,0.691077566069054,2.06532955169678,1.10129356384277,8.63075256347656e-05,0.221102476119995
"17",0.926955845149641,0.919910814870605,0.673533063180019,0.728065216920091,2.19848537445068,1.922847032547,0.000124454498291016,0.337887048721313
"18",0.877797078482962,0.876314971730445,0.626678797317315,0.698780267717471,2.2890841960907,1.24661707878113,0.000110149383544922,0.255976438522339
"19",0.884813024639866,0.881771181779519,0.642350368106999,0.717722918109291,2.09853792190552,1.40589785575867,0.000109434127807617,0.318897008895874
"20",0.827034261473103,0.813592172378122,0.670413514562943,0.672509634674256,2.09334540367126,1.26317262649536,0.000117778778076172,0.26226544380188
"21",0.882434296610959,0.880487144347709,0.651961886036305,0.651483880005841,2.10577797889709,1.2555103302002,7.58171081542969e-05,0.246620178222656
"22",0.901177527344864,0.899554143701981,0.67105218912925,0.688565029290605,2.09159231185913,1.30581092834473,0.000111103057861328,0.262248277664185
"23",0.905433286286874,0.90894807956768,0.652510129778407,0.690400397314339,2.25088763237,1.45899629592896,9.22679901123047e-05,0.280450105667114
"24",0.747222245786039,0.748414970599449,0.587353371112432,0.609783376987861,2.17039346694946,0.962421178817749,8.96453857421875e-05,0.198159694671631
"25",0.860283497256028,0.860116423415496,0.653851898578316,0.66905877701167,2.16154932975769,1.07442307472229,9.05990600585938e-05,0.230076789855957
