"","V1","V2","V3","V4","V5","V6","V7","V8"
"result.1",0.973404347427459,0.97785258857124,0.88026672914297,0.90093771985144,5.46552467346191,27.6118767261505,0.000144243240356445,6.02600502967834
"result.2",0.977124421480665,0.980365621163572,0.879965447244428,0.907645585837012,6.68792939186096,22.7840354442596,0.000136852264404297,7.28464555740356
"result.3",0.974966291337166,0.977335856513408,0.896956818437834,0.919787273455535,6.54189395904541,23.6227517127991,0.000168323516845703,7.76405620574951
"result.4",0.97689949741008,0.977404288194975,0.877857230066657,0.900222461869866,5.07308411598206,22.970645904541,0.000154972076416016,5.98510336875916
"result.5",0.976108663922503,0.979958465187365,0.881855777703913,0.914969662079397,5.94324994087219,23.2995429039001,0.00021672248840332,5.08276319503784
"result.6",0.972681479241182,0.977257140877989,0.886856076403985,0.906164753912548,6.6504123210907,21.5890941619873,0.000151634216308594,5.74056267738342
"result.7",0.97819425412657,0.97737679146608,0.87472311130643,0.905141425023209,6.59610366821289,22.9289577007294,0.000153541564941406,5.7720205783844
"result.8",0.972727918317716,0.97702196951826,0.863926822979234,0.89940725869179,4.64963555335999,22.8920707702637,0.000151395797729492,6.01185774803162
"result.9",0.974439473569596,0.977663891081976,0.879213826392547,0.898915132682563,5.31557202339172,21.8334686756134,0.000138282775878906,5.55423855781555
"result.10",0.975734388254574,0.975892249781812,0.860452837205228,0.887787645090282,5.90262150764465,21.3323020935059,0.000125885009765625,5.09108972549438
"result.11",0.974650410752529,0.97726082199671,0.869253320841952,0.920700010328655,5.33678698539734,23.0819735527039,0.000148534774780273,5.5241105556488
"result.12",0.968559147427158,0.975908443759822,0.860668823912466,0.900360716293166,5.80120539665222,23.84827876091,0.000159025192260742,4.81778120994568
"result.13",0.972815351830503,0.973721886519149,0.859201602729643,0.886107169733643,6.51799440383911,20.4375925064087,0.000121831893920898,5.79304051399231
"result.14",0.976938112270027,0.981202578204016,0.846771835835056,0.891648020192308,7.48190569877625,21.7277984619141,0.000152587890625,5.27127122879028
"result.15",0.97479884492507,0.974110233651743,0.869085138458853,0.889962002915062,5.70887041091919,20.2795398235321,0.000149011611938477,4.65031790733337
"result.16",0.976194784646562,0.980980655471549,0.870324951414932,0.896002777948037,6.45765566825867,23.1808254718781,0.000133037567138672,7.01324033737183
"result.17",0.972338297095787,0.977434661197885,0.856815529141419,0.903704055195241,4.63314628601074,21.3280067443848,0.000131130218505859,4.78067231178284
"result.18",0.979891898474297,0.981844761984662,0.870286536678908,0.90316038729707,8.30430459976196,25.5998554229736,0.000159740447998047,7.22422862052917
"result.19",0.96595511823663,0.970923303776514,0.877482854861158,0.892085753545803,6.4917893409729,21.1959800720215,0.000143289566040039,4.90998601913452
"result.20",0.975619114977018,0.980738148126582,0.866995897437808,0.913587445314101,6.51299238204956,27.2526497840881,0.000343561172485352,5.58564734458923
"result.21",0.976008750790374,0.981110826251925,0.85555829248124,0.901620399243038,4.76314949989319,23.9956297874451,0.00018763542175293,5.29702520370483
"result.22",0.975813698811492,0.979717708835626,0.872764938467776,0.900028924328407,8.3139283657074,24.1129996776581,0.000149250030517578,6.79243731498718
"result.23",0.971822924633092,0.976398042279461,0.870525387516151,0.896222586153763,7.34211182594299,21.2759461402893,0.000167369842529297,6.1741509437561
"result.24",0.975986457073175,0.979239279750188,0.845109329494814,0.88499565129799,5.5614287853241,20.4993779659271,0.000127315521240234,5.82390284538269
"result.25",0.974533715438887,0.979168520443559,0.865646698324548,0.892241510791674,5.54721331596375,22.9152114391327,0.000138998031616211,8.11555552482605
