"","CRPS Prior 1","CRPS Prior 2","Coverage Prior 1","Coverage Prior 2","CRPS Prior 1 RAND","CRPS Prior 2 RAND","Coverage Prior 1 RAND","Coverage Prior 2 RAND"
"1",0.233496156948978,0.233767959504736,1,1,0.234227638432618,0.242335889804438,1,1
"2",0.233035840814503,0.232992756965497,1,1,0.233694569561659,0.236090067671538,1,1
"3",0.232296255906814,0.232409147700984,1,1,0.240483039571784,0.242645911727405,1,1
"4",0.232794612903656,0.232659380960584,1,1,0.233374854470284,0.23359062895902,1,1
"5",0.233830160871056,0.237736154327837,1,1,0.236096372179379,0.2561935703515,1,1
"6",0.233104599636034,0.232821359290039,1,1,0.619548188030433,0.618770271099148,1,1
"7",0.233425484186196,0.233005580888079,1,1,0.234242375467154,0.236817625479677,1,1
"8",0.233688702390494,0.23385908072359,1,1,0.234088891017213,0.238669105145352,1,1
"9",0.234483993464785,0.23437894128487,1,1,0.234896500432584,0.236760146355762,1,1
"10",0.233607765832004,0.233256932280031,1,1,0.235007448765482,0.241995068987866,1,1
"11",0.233259541504084,0.232688176485006,1,1,0.437003606233376,0.445090773380883,1,1
"12",0.233734333551275,0.236822906313183,1,1,0.23379309729949,0.242720493196961,1,1
"13",0.232883892053586,0.233318318940854,1,1,0.696733389182481,0.774855555993076,1,1
"14",0.233110592075169,0.233656560000958,1,1,0.237309949658437,0.236344985787785,1,1
"15",0.234871196478069,0.233236741786068,1,1,0.37015435153462,0.291977211838235,1,1
"16",0.233466607361205,0.233458460427171,1,1,0.234536856910641,0.238594836148505,1,1
"17",0.232876020599657,0.23269955581322,1,1,0.233948375790814,0.236037802290532,1,1
"18",0.233293385493857,0.233809114991074,1,1,0.611543057905497,0.618259433315234,1,1
"19",0.232893995660507,0.233099786605831,1,1,0.450410408115657,0.537120504947004,1,0.966666666666667
"20",0.234372442733695,0.237722874030938,1,1,0.263145587865081,0.614297595904303,1,1
"21",0.233410041934005,0.233462370168252,1,1,0.235520792115611,0.233837684510626,1,1
"22",0.232994670766252,0.232638949504269,1,1,0.233549427936147,0.236336798000592,1,1
"23",0.233276470928649,0.232957429116348,1,1,0.234559196305841,0.241212346212872,1,1
"24",0.232502002544251,0.233546608937802,1,1,0.447224147009665,0.532493036767998,1,0.966666666666667
"25",0.233270956827054,0.232931281038621,1,1,0.452561829912522,0.463940396444282,1,1
"26",0.233658262107363,0.233111022378191,1,1,0.234074576735934,0.237121279822904,1,1
"27",0.233110552519671,0.234157654528052,1,1,0.4436260433332,0.529642943083695,1,0.966666666666667
"28",0.233556666209925,0.237299382921608,1,1,0.611648306338662,0.779237228733947,1,0.966666666666667
"29",0.233418658131542,0.233490959979162,1,1,0.234602351810482,0.239365421669491,1,1
"30",0.234140459753557,0.233754974400321,1,1,0.446315824280026,0.447727929619354,1,1
"31",0.232974182241961,0.232375733814456,1,1,0.233720277505694,0.234327270673071,1,1
"32",0.232859473323434,0.233194854303304,1,1,0.563376222514596,0.641862599641161,1,1
"33",0.233131606558133,0.231934725401986,1,1,0.236614510456794,0.244244464207789,1,1
"34",0.233497543666083,0.238274407348659,1,1,1.12087920707395,1.37151497693032,1,0.933333333333333
"35",0.233471201244466,0.234305129921239,1,1,0.234048917723747,0.24042293531534,1,1
"36",0.234038182057084,0.234603615850474,1,1,0.235279785713077,0.23932165731205,1,1
"37",0.233570673439065,0.234469681228978,1,1,0.238585476055045,0.24958517634555,1,1
"38",0.233452613766489,0.234083443808932,1,1,0.396826873287954,0.48225829051527,1,1
"39",0.232864255165449,0.232497122664137,1,1,0.234061165304157,0.235828488841214,1,1
"40",0.233258046721093,0.234250208850913,1,1,0.408036878573182,0.40861078532129,1,1
"41",0.234633539968795,0.241380422042769,1,1,0.811417698917543,1.08429715485337,1,0.9
"42",0.23354649660862,0.233717325956673,1,1,0.435538212586129,0.435897396653081,1,1
"43",0.233462256790287,0.23327728026669,1,1,0.234482007468009,0.234954012507409,1,1
"44",0.23309885949245,0.232053993569989,1,1,0.234165256218276,0.23805156254553,1,1
"45",0.233565354805753,0.23357312386892,1,1,0.235152318917123,0.248399482484159,1,1
"46",0.233226540235485,0.233779369182811,1,1,0.234000326031319,0.246369950481913,1,1
"47",0.232879993963177,0.235009042884757,1,1,0.60566177814819,0.780355118796761,1,0.966666666666667
"48",0.232985943030237,0.234857920912602,1,1,0.235724844260591,0.239400304341648,1,1
"49",0.233329136090809,0.234154948699089,1,1,0.530913116136823,0.598744449943168,1,1
"50",0.232204991447389,0.232701871046691,1,1,0.233477480433649,0.240653739475862,1,1
"51",0.23283254352119,0.232618096994454,1,1,0.444765072025622,0.529310322725831,1,0.966666666666667
"52",0.233220365878568,0.236477221115834,1,1,0.234016323520905,0.266908307191271,1,1
"53",0.233114549942014,0.232397662106398,1,1,0.237309815977604,0.278166717593556,1,1
"54",0.233089664141984,0.231123518249183,1,1,0.233501646295369,0.234957179579069,1,1
"55",0.232913513486961,0.232538025413547,1,1,0.233405930691607,0.233043029369503,1,1
"56",0.232928382671662,0.233934228963532,1,1,0.392815128871473,0.430033433498294,1,1
"57",0.233391289472252,0.233399805284889,1,1,0.234067601295581,0.235426063485641,1,1
"58",0.233018437772364,0.23208633372159,1,1,0.236046723913132,0.238907896486274,1,1
"59",0.232815130983395,0.232492643027827,1,1,0.234157416528321,0.242519058803048,1,1
"60",0.233429633216758,0.234920306260128,1,1,0.791232318604084,0.88587441413066,1,0.966666666666667
"61",0.233518232092587,0.233363135548886,1,1,0.234798516312713,0.237695422879097,1,1
"62",0.23315556414227,0.232427591963144,1,1,0.232923594398966,0.237492154322703,1,1
"63",0.232937124904784,0.232868158994652,1,1,0.234045378642293,0.233373514026788,1,1
"64",0.234766128217708,0.238711141706456,1,1,0.412225304340079,0.659549954833017,1,1
"65",0.233789827520853,0.234276407221482,1,1,0.234426118955871,0.23777311285291,1,1
"66",0.233173869855755,0.233138947633468,1,1,0.233921176920176,0.235229760978836,1,1
"67",0.232640651255481,0.232562356880059,1,1,0.234277923217608,0.235162005300211,1,1
"68",0.233416016372816,0.233169534283677,1,1,0.233807289404126,0.233749878068629,1,1
"69",0.233363726830502,0.235338217319017,1,1,0.235357996513837,0.58502861125478,1,1
"70",0.23331634475637,0.233379968143516,1,1,0.233507714303473,0.234641467792614,1,1
"71",0.232741862444536,0.233834382200261,1,1,0.449747533046042,0.534229430866566,1,0.966666666666667
"72",0.23356732008632,0.233318118728781,1,1,0.235350972985335,0.242964052803007,1,1
"73",0.233529614890063,0.234781050819064,1,1,0.234136353581395,0.237560407615466,1,1
"74",0.233299075596761,0.232538255265989,1,1,0.365134901738307,0.44197652932185,1,1
"75",0.233852229961511,0.265634051085217,1,1,0.585467200834218,0.755582255931215,1,0.966666666666667
"76",0.233314166324641,0.234374724321475,1,1,0.234306441866512,0.257235097744273,1,1
"77",0.233284025267475,0.233914751514794,1,1,0.237633151953508,0.26294077237445,1,1
"78",0.232914276224095,0.2322825242307,1,1,0.233770302672445,0.242212589663363,1,1
"79",0.233453926452548,0.233248134077324,1,1,0.234568135754714,0.23450719215814,1,1
"80",0.234176276416855,0.233215938427926,1,1,0.236170987749665,0.238012149318882,1,1
"81",0.233973823196808,0.235671186307693,1,1,0.251641470159789,0.283781770369584,1,1
"82",0.233212692185766,0.232959317651018,1,1,0.235067427540473,0.241180025089849,1,1
"83",0.233308751965732,0.233407435738384,1,1,0.237278889475457,0.240651168758514,1,1
"84",0.233290507202785,0.233885664543861,1,1,0.610304125634025,0.780802898620054,1,0.933333333333333
"85",0.233013953475839,0.234117695060608,1,1,0.646107936361192,0.818061803846722,1,0.933333333333333
"86",0.232470494125335,0.232451921908881,1,1,0.234781630267632,0.235496422456245,1,1
"87",0.233227769027162,0.233066835475679,1,1,0.233881610801955,0.237788161599116,1,1
"88",0.233503058208478,0.233467476737829,1,1,0.453192520308347,0.456316719400793,1,1
"89",0.2331782213546,0.232575638041766,1,1,0.233890584507048,0.235680192876868,1,1
"90",0.232893577145748,0.237881875725816,1,1,0.238151808640276,0.580181317324942,1,1
"91",0.232952318870344,0.233158584886575,1,1,0.233849989438448,0.247468234825904,1,1
"92",0.232337213834926,0.232611809955087,1,1,0.233224163718806,0.232943085762312,1,1
"93",0.233635928697254,0.234279408369257,1,1,0.234229180738185,0.236987687761628,1,1
"94",0.233949504279322,0.236913097920353,1,1,0.234221038346584,0.246629128870092,1,1
"95",0.232899750180619,0.233214817872278,1,1,0.78865878626793,0.789093734032028,1,1
