"","V1","V2","V3","V4","V5","V6","V7","V8"
"result.1",0.973976482752207,0.975791619059177,0.86710324495137,0.888716733608596,5.77297639846802,12.1235282421112,0.000212192535400391,2.51301908493042
"result.2",0.9622839539386,0.963933824910685,0.870280089629217,0.875951027455078,6.48358297348022,9.44658017158508,0.000135183334350586,2.02467226982117
"result.3",0.972819641508928,0.971675742680892,0.866644292109401,0.884009986041921,5.15003371238708,10.1638743877411,0.000161409378051758,2.24104356765747
"result.4",0.973253027163556,0.97504819876751,0.846725281939492,0.886613686592545,5.25869965553284,10.3777368068695,0.000155925750732422,2.33512043952942
"result.5",0.977327788836889,0.977420504556304,0.888241051107847,0.889605259904115,6.28961658477783,11.6652979850769,0.000156879425048828,2.48185157775879
"result.6",0.973392620834963,0.97807427908343,0.857310769096385,0.891668693598012,7.01523995399475,12.3650794029236,0.000193119049072266,2.82105922698975
"result.7",0.972118192970693,0.974594294082681,0.871725833888404,0.890634494251699,7.18141031265259,10.0655641555786,0.000180482864379883,2.31389546394348
"result.8",0.977428607544167,0.979664943009186,0.863788732006194,0.920542234252171,4.78696966171265,13.0560796260834,0.000131845474243164,2.71195483207703
"result.9",0.9742459211012,0.974625494776937,0.873639397605515,0.891776945951512,5.62735629081726,11.9259622097015,0.000179767608642578,2.4926381111145
"result.10",0.974684273716153,0.978191956589265,0.858174082985278,0.890752604633322,6.4384663105011,11.8342497348785,0.000141382217407227,2.52735209465027
"result.11",0.960769644739856,0.959866327355523,0.835897985294784,0.88948358691039,9.80321002006531,9.28972721099854,0.000157356262207031,2.09318089485168
"result.12",0.975614510315102,0.978286346521783,0.880125119376547,0.897982609447338,5.26974773406982,11.1570596694946,0.000148534774780273,2.4961256980896
"result.13",0.974613381742057,0.978432149502665,0.864216824662259,0.876403264713543,5.75266695022583,11.1365294456482,0.000153303146362305,2.57960748672485
"result.14",0.969804161094853,0.969296546309309,0.846040633761066,0.911249048108094,4.77655124664307,11.1194026470184,0.000163793563842773,2.84009456634521
"result.15",0.977778350209079,0.981547475112732,0.896186665499165,0.906992437526899,6.37900614738464,12.4453482627869,0.000190019607543945,2.41204476356506
"result.16",0.976321866993576,0.978344261774982,0.872916019145176,0.906642007289003,6.05719089508057,11.5145254135132,0.000144004821777344,2.64868688583374
"result.17",0.97162413878759,0.974551439877287,0.849890180419373,0.912848836473607,5.60288882255554,11.1849048137665,0.00017094612121582,2.61711859703064
"result.18",0.973273438991985,0.973841960604621,0.884954940246872,0.881229927308288,4.9382700920105,11.3958592414856,0.000178813934326172,2.84618473052979
"result.19",0.97245251009043,0.973127116512998,0.90613296456002,0.874138356745183,6.50589728355408,11.1806809902191,0.000170469284057617,2.48377561569214
"result.20",0.979790216775289,0.9793825559611,0.870422135821286,0.910453182198774,8.67920446395874,12.8013393878937,0.000112533569335938,4.37788224220276
"result.21",0.976882987056396,0.976325567430691,0.874630891332632,0.885922515364142,6.99488115310669,11.4935891628265,0.000158786773681641,2.16013050079346
"result.22",0.976986869741191,0.977751057131513,0.891108738410324,0.908330630319609,5.04091262817383,12.373471736908,0.000338077545166016,3.69699573516846
"result.23",0.979572859678047,0.983330542435499,0.860606331373663,0.882837889755194,6.84633660316467,13.6149075031281,0.000154972076416016,3.27801895141602
"result.24",0.978281796521314,0.979193743325102,0.875174154651734,0.894911151047166,6.63837957382202,12.4400613307953,0.000148296356201172,2.41752147674561
"result.25",0.972025886981481,0.974369265372167,0.883327197938417,0.905480007006813,6.38428735733032,10.4361951351166,0.000143527984619141,2.59214353561401
"result.26",0.967371953506189,0.970955663325099,0.872610067879621,0.905986770737443,7.47679352760315,10.6431963443756,0.00014042854309082,2.51918888092041
"result.27",0.97460531269782,0.976449824853622,0.885234378516261,0.912096135534856,6.58026719093323,12.1203484535217,0.000150680541992188,2.3733766078949
"result.28",0.976391133652036,0.979786388546308,0.870123205229655,0.906375310172558,5.43846726417542,12.2949047088623,0.00015711784362793,2.57709527015686
"result.29",0.979428170519904,0.980380739330422,0.87470811147201,0.900174909999054,7.07179284095764,11.6340107917786,0.000166893005371094,2.66260433197021
"result.30",0.977379818815328,0.977084703760785,0.887266683718243,0.904528147126044,5.72923684120178,11.9666030406952,0.000162601470947266,3.90228152275085
"result.31",0.977777275774823,0.978587458237464,0.873758700175232,0.900733298066244,5.79783940315247,9.81553602218628,0.000140190124511719,2.51868343353271
