Mark.Center_Seminary.Rd,Janneys.Ln_Seminary.Rd,Janneys.Ln_King.St.Metro,Braddock.Metro_Russell.Rd,Glebe.Rd_Russell.Rd,Glebe.Rd_Pentagon.Metro,Braddock.Metro_Cameron.Mills.Dr,Cameron.Mills.Dr_Parkfairfax,Parkfairfax_Pentagon.Metro,Van.Dorn.Metro_Whiting.St,Duke.St_Whiting.St,Duke.St_King.St.Metro,King.St.Metro_Old.Town.Circulator,Braddock.Metro_Old.Town.Circulator,King.St.Metro_NVCC,Landmark_Van.Dorn.Metro,Eisenhower_Van.Dorn.Metro,Eisenhower_King.St.Metro,Commonwealth.Ave_King.St.Metro,Commonwealth.Ave_Mt.Vernon.Ave,Mt.Vernon.Ave_Potomac.Yard.Ctr,Lee.Center_Potomac.Yard.Ctr,Van.Dorn.Metro_Yoakum.Pkwy,Beauregard.St_Yoakum.Pkwy,Beauregard.St_Pentagon.Metro,Mark.Center_Menokin.Dr,Menokin.Dr_Shirlington,Glebe.Rd_Shirlington,Glebe.Rd_Potomac.Yd.Ctr,Mark.Center_Park.Place,Park.Place_Shirlington,Temperature,Bus.Size,Y
0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,309.424
0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,275.872
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,1,343.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,1,310.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,-1,1,347.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,-1,1,203.9
0,0,0,0,0,0,2,2,2,3,3,3,7,7,4,2,2,2,0,0,0,0,2,2,2,0,0,0,0,0,0,-1,-1,339.248
3,3,3,0,0,0,0,0,0,2,2,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,216.224
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,-1,1,326.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,-1,1,515.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,1,340.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,1,294.3
0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,-1,-1,359.752
0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,117.432
0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,1,1,484.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,4,4,0,0,0,0,0,0,-1,1,499.9
0,0,0,0,0,0,0,0,0,4,4,4,14,14,10,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,-1,294.512
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,340.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,191.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,219.7
0,0,0,0,0,0,0,0,0,1,1,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,184.536
0,0,0,0,0,0,0,0,0,4,4,4,6,6,2,3,3,3,0,0,0,0,2,2,2,0,0,0,0,0,0,1,-1,253.504
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,269.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,1,136.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,249.9
0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,0,0,0,2,2,2,1,1,1,1,2,2,7,7,5,5,-1,-1,417.536
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,-1,-1,290.784
0,0,0,0,0,0,0,0,0,4,4,4,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,253.7
0,0,0,0,0,0,0,0,0,2,2,2,4,4,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,-1,1,261.9
0,0,0,0,0,0,0,0,0,3,3,3,6,6,3,0,0,0,3,3,3,0,0,0,0,0,0,2,2,2,2,-1,-1,477.184
0,0,0,0,0,0,0,0,0,2,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,119.296
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-1,1,266
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,-1,1,258.5
0,0,0,0,0,0,0,0,0,1,1,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,227.6
0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,-1,452.952
0,0,0,0,0,0,0,0,0,4,4,4,9,9,5,0,0,0,1,1,1,1,3,3,3,0,0,0,0,0,0,1,-1,372.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,1,1,284.1
0,0,0,0,0,0,0,0,0,1,1,1,7,7,6,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,1,1,413.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,223.3
0,0,0,0,0,0,0,0,0,1,1,1,7,7,6,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,1,1,494.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,424.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,-1,1,273.7
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,1,1,0,0,1,1,416.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,261.2
0,0,0,1,1,1,0,0,0,1,1,1,4,4,3,2,2,2,0,0,0,0,2,2,2,2,2,2,2,0,0,1,-1,275.872
0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,6,6,6,3,3,3,3,0,0,1,-1,339.248
0,0,0,0,0,0,0,0,0,2,2,2,4,4,2,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,1,1,512.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,1,1,595.3
0,0,0,0,0,0,0,0,0,2,2,2,3,3,1,2,2,2,0,0,0,2,1,1,1,0,0,1,1,1,1,-1,-1,279.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,-1,205.04
0,0,0,2,2,2,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,-1,1,354
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,221.6
0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,121.16
0,0,0,0,0,0,0,0,0,6,6,6,11,11,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,300.104
0,0,0,0,0,0,0,0,0,1,1,1,7,7,6,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,-1,1,530.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,1,318.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,-1,-1,242.32
0,0,0,0,0,0,0,0,0,7,7,7,11,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,249.776
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,-1,1,315
0,0,0,0,0,0,0,0,0,1,1,1,7,7,6,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,1,476.8
0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,1,-1,318.744
0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,74.56
0,0,0,2,2,2,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,7,7,7,2,2,2,2,0,0,1,1,506.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,297.8
0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,100.656
0,0,0,0,0,0,0,0,0,2,2,2,4,4,2,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,-1,262.824
0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,5,5,5,2,2,2,2,0,0,1,1,486.2
0,0,0,0,0,0,0,0,0,5,5,5,8,8,3,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,458.7
0,0,0,0,0,0,0,0,0,5,5,5,8,8,3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,1,-1,292.648
0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,-1,205.04
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,304.8
0,0,0,2,2,2,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,7,7,7,2,2,2,2,0,0,1,1,459.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,-1,201.312
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,-1,206.904
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,-1,1,290.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,1,300.4
0,0,0,0,0,0,0,0,0,2,2,2,4,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,246.048
0,0,0,0,0,0,0,0,0,2,2,2,4,4,2,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,-1,-1,356.024
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,1,294.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,1,319
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,266.552
0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,6,6,6,0,0,0,0,5,5,5,0,0,0,0,0,0,1,-1,313.152
0,0,0,0,0,0,0,0,0,1,1,1,7,7,6,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,-1,1,437.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,1,263.8
0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,2,2,2,0,0,0,0,4,4,4,0,0,0,0,0,0,-1,-1,367.208
0,0,0,0,0,0,0,0,0,2,2,2,7,7,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,223.68
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,5,5,3,3,3,3,0,0,-1,1,631
0,0,0,0,0,0,0,0,0,5,5,5,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,235.7
0,0,0,0,0,0,0,0,0,2,2,2,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,180.808
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,-1,201.312
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,-1,1,394.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,1,325.2
0,0,0,0,0,0,0,0,0,1,1,1,7,7,6,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,-1,-1,413.808
0,0,0,2,2,2,0,0,0,1,1,1,6,6,5,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,-1,-1,298.24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,1,294.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,1,311.3
0,0,0,0,0,0,0,0,0,4,4,4,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,214.36
0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,102.52
0,0,0,0,0,0,0,0,0,1,1,1,7,7,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,225.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,1,279.1
0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,5,5,5,5,5,5,5,0,0,-1,-1,464.136
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,-1,1,337.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,1,310.7
0,0,0,0,0,0,0,0,0,3,3,3,5,5,2,3,3,3,0,0,0,0,3,3,3,0,0,0,0,0,0,-1,-1,244.184
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,-1,1,225.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,1,280.3
0,0,0,2,2,2,0,0,0,1,1,1,2,2,1,0,0,0,0,0,0,0,7,7,7,2,2,2,2,0,0,-1,-1,376.528
0,0,0,0,0,0,0,0,0,1,1,1,10,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,266.552
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,1,309.8
0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,2,2,1,5,5,5,0,0,4,4,4,4,1,-1,387.712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,-1,180.808
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,309.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,187.7
0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,48.464
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,-1,195.72
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,1,236.8
0,0,0,0,0,0,0,0,0,1,1,1,4,4,3,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,-1,171.488
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,-1,-1,424.992
0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,1,439
0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,119.296
0,0,0,0,0,0,0,0,0,4,4,4,6,6,2,3,3,3,0,0,0,0,2,2,2,0,0,0,0,0,0,-1,-1,266.552
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,-1,1,344.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,-1,1,229.2
0,0,0,1,1,1,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,7,7,7,2,2,2,2,0,0,-1,-1,475.32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,-1,316.88
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-1,1,131.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,-1,190.128
0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,-1,238.592
0,0,0,0,0,0,0,0,0,4,4,4,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,201.312
0,0,0,0,0,0,2,2,2,2,2,2,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,175.216
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,224.2
0,0,0,0,0,0,0,0,0,2,2,2,4,4,2,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,327.9
0,0,0,0,0,0,0,0,0,5,5,5,8,8,3,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,-1,292.648
0,0,0,0,0,0,0,0,0,2,2,2,8,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,162.168
0,0,0,2,2,2,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,7,7,7,2,2,2,2,0,0,1,1,419.9
0,0,0,0,0,0,0,0,0,3,3,3,6,6,3,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,206.904
0,0,0,0,0,0,0,0,0,2,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,83.88
0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,6,6,6,3,3,3,3,0,0,1,1,393.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,-1,195.72
0,0,0,0,0,0,0,0,0,1,1,1,9,9,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,180.808
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,337.6
0,0,0,0,0,0,0,0,0,2,2,2,7,7,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,178.944
0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,1,2,2,2,2,5,5,5,0,0,2,2,2,2,1,-1,337.384
0,0,0,0,0,0,0,0,0,2,2,2,4,4,2,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,1,-1,288.92
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,292
0,0,0,0,0,0,0,0,0,5,5,5,8,8,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,272
0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,330.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,1,1,367.7
11,11,11,0,0,0,0,0,0,1,1,1,2,2,1,2,2,2,1,1,1,0,0,0,0,1,1,1,1,0,0,1,-1,206.904
0,0,0,0,0,0,0,0,0,7,7,7,11,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,251.64
0,0,0,0,0,0,0,0,0,1,1,1,7,7,6,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,1,424.4
0,0,0,0,0,0,0,0,0,3,3,3,5,5,2,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,1,1,379.9
0,0,0,0,0,0,0,0,0,1,1,1,7,7,6,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,182.672
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,7,7,7,0,0,1,1,1,1,1,-1,247.912
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,1,1,498.3
0,0,0,0,0,0,0,0,0,2,2,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,150.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,268.6
0,0,0,2,2,2,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,7,7,7,1,1,1,1,0,0,1,-1,333.656
0,0,0,0,0,0,1,1,1,6,6,6,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,203.176
0,0,0,0,0,0,0,0,0,3,3,3,5,5,2,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,1,1,465.6
0,0,0,0,0,0,0,0,0,1,1,1,7,7,6,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,1,483.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,1,1,332
0,0,0,0,0,0,0,0,0,3,3,3,5,5,2,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,1,1,546.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,1,311.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,245.6
0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,-1,1,444.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,1,305
0,0,0,0,0,0,0,0,0,1,1,1,7,7,6,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,1,429.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,1,248.8
0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,5,5,5,1,1,1,1,0,0,1,1,405.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,283.6
0,0,0,0,0,0,0,0,0,3,3,3,6,6,3,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,422.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,237.9
0,0,0,2,2,2,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,7,7,7,2,2,2,2,0,0,1,1,452.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,271.6
0,0,0,0,0,0,0,0,0,1,1,1,7,7,6,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,1,1,534.2
0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,1,1,321.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,0,0,0,0,0,0,1,1,534
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,-1,1,373.4
0,0,0,0,0,0,0,0,0,2,2,2,3,3,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,152.8
0,0,0,0,0,0,0,0,0,1,1,1,5,5,4,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,1,1,352.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,258.7
0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,253.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,256.6
0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,0,0,0,0,0,0,0,6,6,6,3,3,3,3,0,0,1,1,388.5
0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,169.624
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,1,-1,288.92
0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,419.7
0,0,0,2,2,2,0,0,0,1,1,1,6,6,5,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,1,1,382.9
